year,week,sl_no,state,district,disease,cases,deaths,report_week,date_reporting,remarks
2016,47,,,West Kameng,Rubella,23.0,0.0,,,
2016,47,,,Pratapgarh,Measles,17.0,0.0,,,
2016,47,,,Jalpaiguri,Dengue,263.0,0.0,,,
2016,48,,Chhattisgarh,Rajnandgaon,,15.0,0.0,,,
2016,48,,Dadra & Nagar Haveli,Dadra & Nagar Haveli,Acute Diarrheal Disease,53.0,0.0,,,
2016,48,,Gujarat,Vadodara,Hepatitis E,42.0,0.0,,,
2016,48,,Jharkhand,West Singhbhum,Food Poisoning,30.0,0.0,,,
2016,48,,Jammu & Kashmir,Baramulla,Food Poisoning,25.0,0.0,,,
2016,48,,Karnataka,Gadag,Chikungunya,7.0,0.0,,,
2016,48,,Maharashtra,Gadchiroli,Fever,115.0,1.0,,,
2016,48,,Maharashtra,Nagpur,Dengue,6.0,0.0,,,
2016,48,,Maharashtra,Nagpur,Food Poisoning,25.0,0.0,,,
2016,48,,Maharashtra,Wardha,Food Poisoning,38.0,0.0,,,
2016,48,,Odisha,Sundargarh,Food Poisoning,20.0,0.0,,,
2016,48,,Odisha,Rayagada,Suspected Anthrax,2.0,0.0,,,
2016,48,,Odisha,Nayagarh,Acute Diarrheal Disease,21.0,0.0,,,
2016,48,,Karnataka,Tumkur,Fever,34.0,,,,
2016,48,,Kerala,Ernakulam,Chickenpox,28.0,,,,
2016,48,,Maharashtra,Latur,Dengue,13.0,,,,
2016,48,,Odisha,Khurda,Acute Diarrheal Disease,15.0,,,,
2016,48,,Punjab,Moga,Diptheria,1.0,,,,
2016,48,,,Medak,Acute Diarrheal Disease,30.0,1.0,,,
2016,48,,,Medak,Acute Diarrheal Disease,27.0,0.0,,,
2016,49,,Andhra Pradesh,Visakhapatnam,Food Poisoning,4.0,,,,
2016,49,,Assam,Barpeta,Chickenpox,17.0,,,,
2016,49,,Dadra & Nagar Haveli,Dadra & Nagar Haveli,Chickenpox,59.0,,,,
2016,49,,Goa,North Goa,Kyasanur Forest Disease,1.0,,,,
2016,49,,Jharkhand,Godda,Measles,11.0,,,,
2016,49,,Karnataka,Tumkur,Mumps,16.0,,,,
2016,49,,Karnataka,Udupi,Dengue,16.0,,,,
2016,49,,Madhya Pradesh,Betul,Chickenpox,11.0,,,,
2016,49,,Maharashtra,Latur,Food Poisoning,226.0,,,,
2016,49,,Odisha,Cuttack,Jaundice,7.0,,,,
2016,49,,Odisha,Jajpur,Food Poisoning,15.0,,,,
2016,49,,Odisha,Khurda,Acute Diarrheal Disease,22.0,,,,
2016,49,,Odisha,Khurda,Measles,13.0,,,,
2016,49,,Odisha,Mayurbhanj,Food Poisoning,20.0,,,,
2016,49,,Odisha,Nabarangpur,Chickenpox,25.0,,,,
2016,49,,Punjab,Bathinda,Chickenpox,11.0,,,,
2016,49,,West Bengal,Paschim Medinipur,Acute Diarrheal Disease,20.0,,,,
2016,49,,Andhra Pradesh,West Godavari,Food Poisoning,17.0,,,,
2016,49,,Assam,Baksa,Food Poisoning?,5.0,,,,
2016,49,,Jharkhand,Jamtara,Measles,29.0,,,,
2016,49,,Jharkhand,Simdega,Chickenpox,27.0,,,,
2016,49,,Maharashtra,Yavatmal,Food Poisoning,51.0,,,,
2016,49,,Madhya Pradesh,Indore,Japanese Encephalitis,1.0,,,,
2016,49,,Tamil Nadu,Namakkal,Chickenpox,8.0,,,,Cases reported from Village Rasipuram Subjail. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.
2016,49,,Tamil Nadu,Thanjavur,Food Borne Illness,7.0,,,,
2016,49,,Tamil Nadu,Cuddalore,Food Borne Illness,46.0,,,,
2016,49,,Telangana,Nizamabad,Food Poisoning,80.0,,,,
2016,50,AP/WGD/2016/50/2597,Andhra Pradesh,West Godavari,Acute Diarrheal Disease,38.0,0.0,,,
2016,50,AS/SBS/2016/50/2598,Assam,Sibsagar,Suspected Food Poisoning,8.0,0.0,,,"Cases reported from Village Jerenga Gaon, SC Julagaon, BPHC Kaloogaon. District RRT investigated the outbreak. All cases had consumed food at a social function. House to house survey done. Food samples collected and sent to State Forensic Lab, result awaited. Health camp organized and all cases treated symptomatically. Health education given."
2016,50,AS/TIN/2016/50/2599,Assam,Tinsukia,Food Poisoning,61.0,0.0,,,"Cases reported from Village Phillobari Borgaon, BPHC Kakopather. District RRT investigated the outbreak. House to house survey done. All cases had consumed food at a social function. 2 Stool samples tested at AMCH Dibrugarh, found negative for Cholera and 3 Food samples (rice, soaked boot moog) collected and sent to Guwahati; Result awaited. Health camp organized and all cases treated symptomatically. Health education given."
2016,50,BH/NAW/2016/50/2600,Bihar,Nawada,Measles,5.0,0.0,,,"Cases reported from Village Sukhnandan Bigha, SC Mahadev bigha, PHC/Block Kasahichak. District RRT investigated the outbreak. House to house survey done. 05 Blood samples collected and sent to PMCH, Patna; Result awaited. All cases treated symptomatically. Health education given."
2016,50,GJ/NAV/2016/50/2601,Gujarat,Navsari,Acute Diarrheal Disease,39.0,0.0,,,"Cases reported from Village Khergam, SC/PHC Bahej, Block Khergam. District RRT investigated the outbreak. House to house survey done. 02 Water and 03 Stool samples collected and sent to DPHL Navsari; Result awaited. All cases treated symptomatically. Health education given."
2016,50,KN/CHI/2016/50/2602,Karnataka,Chitradurga,Acute Diarrheal Disease,13.0,0.0,,,
2016,50,MH/AKL/2016/50/2603,Maharashtra,Akola,Chickenpox,6.0,0.0,,,
2016,50,MH/DHL/2016/50/2604,Maharashtra,Dhule,Acute Diarrheal Disease,25.0,0.0,,,
2016,50,MZ/LNG/2016/50/2605,Mizoram,Lunglei,,21.0,0.0,,,"Cases reported from Village/PHC Haulawng. District RRT investigated the outbreak. House to house survey done. 03 stool samples collected and sent to Lunglei Civil Hospital Lab, Lunglei; Result awaited. Health camp organized in the school and all cases treated symptomatically. Health education given."
2016,50,OR/GJM/2016/50/2606,Odisha,Ganjam,Acute Diarrheal Disease,14.0,0.0,,,
2016,50,OR/KDL/2016/50/2607,Odisha,Kandhamal,Shigellosis,11.0,0.0,,,
2016,50,PB/MUK/2016/50/2608,Punjab,Muktsar,Chickenpox,16.0,0.0,,,
2016,50,RJ/ALW/2016/50/2609,Rajasthan,Alwar,Suspected Measles,32.0,0.0,,,"Cases reported from Village Thanagazi and nearby dhani, CHC/Block Thanagazi. District RRT investigated the outbreak. House to house survey done. 07 Serum samples collected and sent to SMS Medical College, Jaipur; Result awaited. All cases treated symptomatically. Health education given."
2016,50,RJ/ALW/2016/50/2610,Rajasthan,Alwar,Measles,7.0,0.0,,,
2016,50,TN/NMK/2016/50/2611,Tamil Nadu,Namakkal,Chickenpox,76.0,0.0,,,
2016,50,,Gujarat,Rajkot,Cchf,,0.0,,05-12-16,"Case reported from Village/SC Hathasani, PHC Amarpur, Block Vichhiya. District RRT investigated the outbreak. House to house survey done. 01 Serum and 01 EDTA Blood sample tested at NIV Pune; found positive for CCHF. Case treated symptomatically. Anti-tick activities carried out by animal husbandry department. Health education given."
2016,50,,Gujarat,Morbi,Acute Diarrheal Disease,,0.0,,25-11-16,"Cases reported from Village Ambedkar nagar, SC/ UHC/ Block Wakaner. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given."
2016,50,,Jharkhand,East Singhbhum,Malaria,,0.0,,04-11-16,"Cases reported from 2 adjacent blocks of district East Singhbum Village CHC Cases Sample PF PV s tested 18 Potka. 329 1543 320 09 villages of HSC Kundru kocha, Dhega m, Haldip okhar 76 Dumari 377 2163 342 35 villages a , 19 HSC District RRT investigated the outbreak. House to house fever survey done. Blood slides also collected. All cases treated locally. Source reduction activities undertaken. Health education given."
2016,50,,Jharkhand,East Singhbhum,Measles,,0.0,,24-11-16,"Cases reported from Village Kapali Basti, UPHC Sonari, CHC Jugsalai cum Golmuri. District RRT investigated the outbreak. House to house survey done. All 5 Serum samples tested at Institute of Serology, Kolkata; found positive for measles. All cases treated symptomatically. Health education given."
2016,50,,,Banaskantha,Hepatitis E,150.0,0.0,,,"165 cases were reported in week 40th. 150 more cases reported from Village/ SC Kot, UHC Palanpur, Urban Palanpur Bhraman Vas. District RRT investigated the outbreak. House to house survey done. All 57 Serum samples tested positive for HEV and 2 water samples tested and found non potable at DPHL Palanpur. All cases treated symptomatically. Chlorination done. Health education given."
2016,51,,Arunachal Pradesh,East Kameng,Measles,15.0,0.0,,,
2016,51,,Arunachal Pradesh,Tawang,Food Poisoning,15.0,0.0,,,
2016,51,,Arunachal Pradesh,West Siang,Suspected Measles,24.0,0.0,,,
2016,51,,Assam,Dibrugarh,Food Poisoning,43.0,0.0,,,
2016,51,,Bihar,Araria,Chickenpox,23.0,0.0,,,
2016,51,,Chhattisgarh,Gariyaband,Chickenpox,15.0,0.0,,,
2016,51,,Gujarat,Tapi,Food Poisoning,13.0,0.0,,,
2016,51,,Jammu & Kashmir,Anantnag,Hepatitis A,24.0,0.0,,,
2016,51,,Jharkhand,West Singhbhum,Fever With Rash,13.0,0.0,,,
2016,51,,Karnataka,Chitradurga,Measles And Chickenpox,11.0,0.0,,,
2016,51,,Karnataka,Udupi,Measles,5.0,0.0,,,
2016,51,,Madhya Pradesh,Ujjain,Measles,15.0,0.0,,,
2016,51,,Mizoram,Kolasib,Dengue,38.0,0.0,,,
2016,51,,Odisha,Jajpur,Acute Gastroenteritis,33.0,0.0,,,
2016,51,,Odisha,Khurda,Acute Diarrheal Disease,11.0,0.0,,,
2016,51,,Punjab,Faridkot,Diphtheria,7.0,1.0,,,
2016,51,,Punjab,Muktsar,Chickenpox,16.0,0.0,,,
2016,51,,Tamil Nadu,Ariyalur,Food Poisoning,11.0,0.0,,,
2016,51,,Tamil Nadu,Salem,Chickenpox,11.0,0.0,,,
2016,51,,Tamil Nadu,Salem,Suspected Measles,12.0,0.0,,,
2016,51,,West Bengal,South 24 Paragana,Food Poisoning,32.0,0.0,,,
2016,51,,Karnataka,Bidar,Mumps,15.0,0.0,,,
2016,51,,Karnataka,Dakshin Kannada,Suspected Measles,11.0,0.0,,,
2016,51,,Karnataka,Tumkur,Chickenpox,10.0,0.0,,,
2016,51,,Kerala,Malappuram,Hepatitis A,15.0,0.0,,,
2016,51,,Kerala,Kottayam,Food Poisoning,59.0,0.0,,,
2016,51,,Mizoram,Champhai,Scrub Typhus,41.0,0.0,,,
2016,51,,Odisha,Rayagada,Chickenpox,12.0,0.0,,,
2016,51,,Tamil Nadu,Namakkal,Chickenpox,5.0,0.0,,12-12-16,"Cases reported from Village- Nadupatty Kathiranallur Village Panchayat Puduchatram, GPHC Thirumalaipatty. District RRT investigated the outbreak. House to house survey done. No lab samples collected. All cases treated symptomatically. Health education given."
2016,51,,,North Goa,Kyasanur Forest Disease,5.0,0.0,,5-12-2016,
2016,51,,,East Singhbhum,Malaria,1567.0,0.0,,1-10-2016,
2016,51,,,Jaintia Hills,Measles,141.0,0.0,,18-09-16,
2017,1,,Programme (Idsp),,Programme (Idsp),,,,,
2017,1,,"1St Week (2Nd January, 2017 To 8Th January, 2017",,"1St Week (2Nd January, 2017 To 8Th January, 2017",,,,,
2017,1,,Programme (Idsp),,Programme (Idsp),,,,,
2017,1,,"1St Week 2Nd January, 2017 To 8Th January, 2017",,"1St Week 2Nd January, 2017 To 8Th January, 2017",,,,,
2017,1,,Andhra Pradesh,Chittoor,Food Poisoning,13.0,0.0,,,
2017,1,,Andhra Pradesh,East Godavari,Acute Diarrheal Disease,15.0,0.0,,,
2017,1,,Andhra Pradesh,Ysr Kadapa,Fever With Rash,22.0,0.0,,,
2017,1,,Chhattisgarh,Kondagaon,Acute Diarrheal Disease,30.0,0.0,,,
2017,1,,Gujarat,Jamnagar,Measles,15.0,0.0,,,"Cases reported from Village/SC Ranisiosalathiya, PHC Padana, Block Lalpur. District RRT investigated the outbreak. House to house survey done. Affected cases belong to the following age group Age group 0-1 2-5 6-15 No of cases 4 6 5 All 05 Blood samples tested at BJMC Ahmedabad were found positive for IgM Measles. All cases treated symptomatically. Chlorination done. Health education given."
2017,1,,Gujarat,Vadodara,Hepatitis E,33.0,0.0,,,
2017,1,,Karnataka,Bijapur,Measles,61.0,0.0,,,
2017,1,,Karnataka,Tumkur,Chickenpox,12.0,0.0,,,
2017,1,,Kerala,Thiruvananthapu Ram,Food Poisoning,49.0,0.0,,,
2017,1,,Madhya Pradesh,Balaghat,Food Poisoning,12.0,0.0,,,
2017,1,,Maharashtra,Sindhudurg,Malaria (Pf),2.0,1.0,,,
2017,1,,Maharashtra,Sindhudurg,Suspected Measles,5.0,0.0,,,
2017,1,,Odisha,Jajpur,Food Poisoning,30.0,0.0,,,
2017,1,,Tamil Nadu,Cuddalore,Acute Diarrheal Disease,12.0,0.0,,,
2017,1,,Tamil Nadu,Cuddalore,Acute Diarrheal Disease,20.0,0.0,,,
2017,1,,Tamil Nadu,Tiruvannamalai,Dengue,21.0,0.0,,,
2017,1,,Tamil Nadu,Tiruvarur,Food Borne Illness,25.0,0.0,,,
2017,1,,Tamil Nadu,Virudhunagar,Dengue,27.0,0.0,,,
2017,1,,Uttar Pradesh,Hathras,Suspected Measles,14.0,0.0,,,
2017,1,,Kerala,Ernakulam,Chickenpox,27.0,,,,
2017,1,,Kerala,Malappuram,,146.0,,,,
2017,1,,Madhya Pradesh,Ratlam,Measles,14.0,,,,
2017,1,,Maharashtra,Jalgaon,Measles And Chicken Pox,24.0,,,,
2017,1,,Odisha,Khurda,Chickenpox,22.0,,,,
2017,1,,Tamil Nadu,Nagerkoil,Dengue,12.0,,,,
2017,1,,,Tirap,Measles,12.0,,,,
2017,1,,,North Goa,Kyasanur,25.0,,,,"A total of 25cases reported from CHC Valpoi. District RRT investigated the outbreak. House to house survey done. Out of …. Samples tested at MCVR, Manipal; 25 Samples found positive for KFD-PCR"
2017,1,,,,Forest Disease,,,,,
2017,1,,,,(Kfd),,,,,
2017,2,,Programme (Idsp),,Programme (Idsp),,,,,
2017,2,,"2Nd Week 9Th January, 2017 To 15Th January, 2017",,"2Nd Week 9Th January, 2017 To 15Th January, 2017",,,,,
2017,2,,Programme (Idsp),,Programme (Idsp),,,,,
2017,2,,"2Nd Week 9Th January, 2017 To 15Th January, 2017",,"2Nd Week 9Th January, 2017 To 15Th January, 2017",,,,,
2017,2,,Assam,Tinsukia,Food Poisoning,26.0,2.0,,,
2017,2,,Bihar,Muzaffarpur,Jaundice,32.0,0.0,,,
2017,2,,Chhattisgarh,Bilaspur,Chickenpox,36.0,0.0,,,
2017,2,,Chhattisgarh,Mahasamund,Chickenpox,26.0,0.0,,,
2017,2,,Gujarat,Mahesana,Measles,48.0,0.0,,,
2017,2,,Gujarat,Mahesana,Hepatitis E,12.0,0.0,,,
2017,2,,Haryana,Jhajjar,Hepatitis A & E,34.0,0.0,,,
2017,2,,Karnataka,Bidar,Suspected Measles,8.0,0.0,,,
2017,2,,Karnataka,Chickaballapura,Food Poisoning,12.0,0.0,,,
2017,2,,Karnataka,Mandya,Chikungunya,20.0,0.0,,,
2017,2,,Kerala,Kozhikode,,35.0,0.0,,,
2017,2,,Madhya Pradesh,Burhanpur,Fever With Rash,30.0,0.0,,,
2017,2,,Maharashtra,Gadchiroli,Falciparum Malaria,3.0,1.0,,,
2017,2,,Maharashtra,Yavatmal,Food Poisoning,56.0,0.0,,,
2017,2,,Odisha,Nayagarh,Acute Diarrheal Disease,13.0,0.0,,,
2017,2,,Tamil Nadu,Ramanathapura M-Paramakudi,Dengue,65.0,0.0,,,
2017,2,,Tamil Nadu,Tiruneveli- Sankarankoil,Dengue,142.0,1.0,,,
2017,2,,Tamil Nadu,Trichirapalli,Food Borne Illness,45.0,0.0,,,
2017,2,,Gujarat,Surat,Measles,33.0,,,,
2017,2,,Karnataka,Shivmogga,Chikungunya,26.0,,,,
2017,2,,Kerala,Kollam,Suspected Measles,10.0,,,,
2017,2,,Maharashtra,Latur,Chickungunya,35.0,,,,
2017,2,,Telangana,Nizamabad,Acute Diarrheal Disease,80.0,,,,
2017,2,,,Palakkad,Shigellosis,124.0,1.0,,,
2017,3,,Programme (Idsp),,Programme (Idsp),,,,,
2017,3,,"3Rd Week 16Th January, 2017 To 22Nd January,",,"3Rd Week 16Th January, 2017 To 22Nd January,",,,,,
2017,3,,2017,,2017,2017.0,,,,
2017,3,,Programme (Idsp),,Programme (Idsp),,,,,
2017,3,,"3Rd Week 16Th January, 2017 To 22Nd January, 2017",,"3Rd Week 16Th January, 2017 To 22Nd January, 2017",,,,,
2017,3,,Andhra Pradesh,Ananthapur,Chickenpox,21.0,0.0,,,
2017,3,,Andhra Pradesh,Chittoor,Food Poisoning,45.0,0.0,,,
2017,3,,Assam,Kamrup,Food Poisoning,34.0,0.0,,,
2017,3,,Bihar,Saharsa,Suspected Measles,12.0,0.0,,,
2017,3,,Chandigarh,Chandigarh,Acute Diarrheal Disease,246.0,0.0,,,
2017,3,,Gujarat,Junagadh,Measles,33.0,0.0,,,
2017,3,,Gujarat,Kheda,Measles,9.0,0.0,,,
2017,3,,Jammu & Kashmir,Kulgam,Food Poisoning,6.0,1.0,,,
2017,3,,Jharkhand,Dumka,Suspected Measles,13.0,0.0,,,
2017,3,,Karnataka,Bagalkot,Food Poisoning,11.0,0.0,,,
2017,3,,Karnataka,Tumkur,Chickenpox,12.0,0.0,,,
2017,3,,Karnataka,Tumkur,Measles,6.0,0.0,,,
2017,3,,Karnataka,Tumkur,Chickenpox,68.0,0.0,,,
2017,3,,Kerala,Kozhikode,Food Poisoning,33.0,0.0,,,
2017,3,,Maharashtra,Sindhudurg,Malaria (Pf),1.0,1.0,,,
2017,3,,Maharashtra,Yavatmal,Food Poisoning,250.0,0.0,,,
2017,3,,Odisha,Jajpur,Fever With Rash,11.0,0.0,,,
2017,3,,Punjab,Sas Nagar,Cholera,103.0,0.0,,,
2017,3,,Tamil Nadu,Tiruvannamalai,Typhoid + Scrub Typhus + Dengue,33.0,0.0,,,
2017,3,,Tripura,Sepahijala,,19.0,0.0,,,
2017,3,,Uttarakhand,Udhamsingh Nagar,Measles,21.0,0.0,,,
2017,3,,Bihar,Madhubani,Chickenpox,18.0,,,,
2017,3,,Bihar,Nawada,Suspected Measles,6.0,,,,
2017,3,,Karnataka,Mandya,Dengue,65.0,,,,
2017,3,,Karnataka,Tumkur,Chickenpox,35.0,,,,
2017,3,,Karnataka,Tumkur,Fever,23.0,,,,
2017,3,,Maharashtra,Ahmednagar,Measles,5.0,,,,
2017,3,,Odisha,Koraput,Acute Diarrheal Disease,15.0,,,,
2017,3,,,Muzaffarpur,Hepatitis E,39.0,1.0,,,
2017,3,,,Jhajjar,Hepatitis A & E,83.0,0.0,,,"34 Cases were reported from Village Ashok Nagar, Chikara colony, Durga Colony in week 2nd. Cases have increased to 83. Out of 17 water samples tested, 13 were found non potable."
2017,3,,,Chickaballapura,Food Poisoning,12.0,0.0,,,"Cases were reported from Govt. High School, Chintamani Town, PHC/CHC UHC Chintamani, Taluk Chintamani. 01 Water sample tested at PHI Bangalore; found non potable."
2017,4,,Programme (Idsp),,Programme (Idsp),,,,,
2017,4,,"4Th Week 23Rd January, 2017 To 29Th January, 2017",,"4Th Week 23Rd January, 2017 To 29Th January, 2017",,,,,
2017,4,,Programme (Idsp),,Programme (Idsp),,,,,
2017,4,,"4Th Week 23Rd January, 2017 To 29Th January, 2017",,"4Th Week 23Rd January, 2017 To 29Th January, 2017",,,,,
2017,4,,Arunachal Pradesh,West Siang,Suspected Measles,22.0,0.0,,,
2017,4,,Bihar,Arwal,Chickenpox,50.0,0.0,,,
2017,4,,Haryana,Ambala,Hepatitis A,15.0,0.0,,,
2017,4,,Jharkhand,Godda,Suspected Measles,21.0,0.0,,,
2017,4,,Jharkhand,Latehar,Food Poisoning,25.0,0.0,,,
2017,4,,Karnataka,Chamarajanagar,Fever With Rash,22.0,0.0,,,
2017,4,,Karnataka,Chitradurga,Chickenpox,12.0,0.0,,,
2017,4,,Maharashtra,Amravati,Measles,8.0,0.0,,,
2017,4,,Odisha,Bolangir,Chickenpox,26.0,0.0,,,
2017,4,,Odisha,Rayagada,,18.0,0.0,,,
2017,4,,Uttar Pradesh,Baharaich,Suspected Measles,7.0,0.0,,,
2017,4,,Uttar Pradesh,Hathras,Suspected Measles,7.0,1.0,,,
2017,4,,Uttarakhand,Haridwar,Food Poisoning,25.0,0.0,,,
2017,4,,West Bengal,Nadia,Food Poisoning,91.0,0.0,,,
2017,4,,Bihar,Madhubani,Measles,38.0,,,,
2017,4,,Bihar,Madhubani,Measles And Rubella,10.0,,,,
2017,4,,Bihar,Nalanda,Suspected Measles,11.0,,,,
2017,4,,Bihar,Saran,Chickenpox,4.0,,,,
2017,4,,Chhattisgarh,Janjgir,Chickenpox,24.0,,,,
2017,4,,Karnataka,Dakshin Kannada,Fever With Rash,129.0,,,,
2017,4,,Kerala,Malappuram,Measles,9.0,,,,
2017,4,,Kerala,Malappuram,Typhoid,109.0,,,,
2017,4,,Madhya Pradesh,Jhabua,Food Poisoning,21.0,,,,
2017,4,,Telangana,Karimnagar,Acute Diarrheal Disease,17.0,,,,
2017,4,,Uttar Pradesh,Gonda,Food Poisoning,13.0,,,,
2017,4,,Uttar Pradesh,Hathras,Suspected Measles,15.0,,,,
2017,5,,Programme (Idsp),,Programme (Idsp),,,,,
2017,5,,"5Th Week 30Th January, 2017 To 4Th February, 2017",,"5Th Week 30Th January, 2017 To 4Th February, 2017",,,,,
2017,5,,Programme (Idsp),,Programme (Idsp),,,,,
2017,5,,"5Th Week 30Th January, 2017 To 4Th February, 2017",,"5Th Week 30Th January, 2017 To 4Th February, 2017",,,,,
2017,5,,Bihar,Saharsa,Food Poisoning,63.0,0.0,,,
2017,5,,Gujarat,Anand,Acute Gastroenteritis,69.0,0.0,,,
2017,5,,Gujarat,Mahesana,Measles,17.0,0.0,,,
2017,5,,Gujarat,Porbandar,Chikungunya,44.0,0.0,,,
2017,5,,Gujarat,Surat,Measles,20.0,0.0,,,"Cases reported from Village-Tarsadi-Labour camp, SC Pathron, PHC Karcheiya. District RRT investigated the outbreak. House to house survey"
2017,5,,Jharkhand,West Singhbhum,Chickenpox,12.0,0.0,,,
2017,5,,Karnataka,Bidar,Food Poisoning,16.0,0.0,,,
2017,5,,Karnataka,Chamarajanagar,Chikungunya,46.0,0.0,,,
2017,5,,Karnataka,Chitradurga,Chickenpox,15.0,0.0,,,
2017,5,,Karnataka,Davangere,Fever With Rash,8.0,0.0,,,
2017,5,,Karnataka,Davangere,Mumps,13.0,0.0,,,
2017,5,,Karnataka,Tumkur,Chickenpox,30.0,0.0,,,
2017,5,,Karnataka,Tumkur,Chikungunya,25.0,0.0,,,
2017,5,,Kerala,Idukki,,72.0,0.0,,,
2017,5,,Kerala,Thiruvananthapu Ram,Jaundice,11.0,0.0,,,
2017,5,,Kerala,Thrissur,Food Poisoning,111.0,0.0,,,
2017,5,,Kerala,Wayanad,Acute Diarrheal Disease,11.0,0.0,,,
2017,5,,Madhya Pradesh,Badwani,Chickenpox,103.0,0.0,,,
2017,5,,Odisha,Keonjhar,Measles,20.0,0.0,,,
2017,5,,Odisha,Koraput,Acute Diarrheal Disease,21.0,0.0,,,
2017,5,,Tamil Nadu,Thanjavur,Food Borne Illness,128.0,0.0,,,
2017,5,,Tamil Nadu,Tiruvallur,Chickenpox,16.0,0.0,,,
2017,5,,Uttar Pradesh,Bara- Banki,Food Poisoning,26.0,0.0,,,
2017,5,,Gujarat,Kutch,Cchf,1.0,1.0,,,
2017,5,,Jammu & Kashmir,Ganderbal,Chickenpox,7.0,0.0,,,
